1278705043,@starsportsindia chillana h toh india-india chillana pak-pak toh murgi bhi karti h.. #indvspak,"
Covertly Aggressive
",General Non-threatening Aggression
1278696753,men soch raha hun khud he phor dun .. pakistan to kabhi nai phornay wala. #indvspak,"
Covertly Aggressive
",Geographical Aggression
1278696754,vikas ke naare pe jeetne wali #bjp ke vikas ke naaro ki hawa nikal gai #kiskidilli #delhidecides #aapkidilli,"
Overtly Aggressive
",Political Aggression
1278696755,"""acchi boling kar rahe hai yeah, mohit sharma"" - arun lalalal #indvssa","
Non Aggressive
",-
1278696756,lagata hai helikaॅptarane udana bharali hai... #indvssa,"
Non Aggressive
",-
1278696757,jeetkar haarne wale ko #bjp kehte hai! #delhidecides #5saalkejriwal,"
Covertly Aggressive
",Political Aggression
1278696758,@sdhawan25 ani @imvkohli chi satakli aahe.. tey sodnaar nai atta pak na... #tweetinsinghamstyle #indvspak,"
Non Aggressive
",-
1278696759,bahuta hi karibi mamala !! #indvspak #worldcup2015,"
Non Aggressive
",-
1278696760,#shamitabh #shamitabhtrailer dekhie zamitabha ka trelara http://t.co/uut6afzs1e @srbachchan,"
Non Aggressive
",-
1278696761,"toofan ke aane ke pehle jaisa sannata chaya hai , itna khush mat hona indiawaalo kyunki abhi ab de villiers aaya hai. 😏 #indvssa #cwc15","
Covertly Aggressive
",General Non-threatening Aggression
1278696762,@gurmeetramrahim #blockbustermsg yup pitaji. hip hip hurrayyy....,"
Non Aggressive
",-
1278696763,"o jumale valo, kesariya ramga valo. jute le lo, paise de do. #budget2015 #unionbudget2015","
Covertly Aggressive
",Political Aggression
1278696764,rt @lambar_daar: salom ko jo 20-25 rupaye milane the vo bhi jane vale haim. #indvspak,"
Covertly Aggressive
",Geographical Aggression
1278696765,@gurmeetramrahim #blockbustermsg apako bhi papa ji,"
Non Aggressive
",-
1278696766,it's not #indvsuae but it's #budget2015 vs #indvsuae nambara kauna ज़yada banaega| kya jaiteli ji bharata se ज़yada chakke mara paemge? naaaaaaaa..,"
Covertly Aggressive
",Political Aggression
1278696767,"#aapsweep hats off to these volunteers praima taima : kya kahate haim 'apa' ke karyakarta? http://t.co/l2wxlc07a3 ..... ,...","
Non Aggressive
",-
1278696768,tt india 21:04 1.#celebmiddlenames 2.#corporateespionage 3.#blockbustermsg 4.maratha mandir 5.#badalapur 6.evergreen ddlj 7.teesta 8.vinod rai,"
Non Aggressive
",-
1278696769,de dhanaa dhan indiaa!! #indvsuae,"
Non Aggressive
",-
1278696770,rt @jeevantejawat: agar sachin cricket ke bhagwan hai toh virat kohli bhagwan ke awtaar hai #indvspak @drjwalag @modl_g @tchmanoj @narendra…,"
Non Aggressive
",-
1278696771,#kiskidilli #delhidecides please checkout #ourprophetourhonour thanks. sabah_abbasi..,"
Non Aggressive
",-
1278696772,"when bjp says:""sabaka satha - sabaka vikasa"", it means: sabaka satha (kisano ka satha)-sabaka vikasa (selected crony corporate houses) #landacquisitionbill","
Overtly Aggressive
",Political Aggression
1278696773,amla ko kar diya kamla... great mohit..!! #indvssa #vishwavijeta #cwc15,"
Covertly Aggressive
",General Non-threatening Aggression
1278696774,3. aunty police bula legi 󾌩 #aapsweep #aapstorm #delhidecides #arvindkejriwal http://t.co/uxe6zj8hix,"
Covertly Aggressive
",Political Aggression
1278696775,krishna se itna kaam karaya tha ki wo karate karate thak gaya #indvsuae,"
Non Aggressive
",-
1278696776,rt komal_thanai: rt noor_insan: gurmeetramrahim #msgincinemas papa ji papa ji papa ji,"
Non Aggressive
",-
1278696777,"rt @abhiptna: relave ka naya nara:-"" svaccha relave svaccha bharata ""| #railbudget2015","
Non Aggressive
",-
1278696778,rt @marwadi_: aja to lada़kiya~ bhi mauka mauka cilla rahi hai thoda kamphyujana hai| 😆😜 #indvssa,"
Covertly Aggressive
",Gendered Aggression
1278696779,"chpsre http://t.co/m8zh985apj: rt silverinnings: #unionbudget2015 #budget2015 #thenarendramodibudget promote #daycare ,multipurpose centr…","
Non Aggressive
",-
1278696780,.@indiaspeakspr @ksinamdar #beefban karanese pahale ye to socana tha baki non veg ka dama aba kidhara jayega ..,"
Covertly Aggressive
",Political Aggression
1278696781,dhoni ne bola auta to auta bc.....#indvssa,"
Overtly Aggressive
",Curse / Abuse
1278696782,bhaiyya haim ina da bara maiyya ka ja raha khali prahara priyamka ko do kamana gara banani hai kamgresa ki sarakara #aapsweep #delhidecides laika phulapura,"
Covertly Aggressive
",Political Aggression
1278696783,apa ne bijepi ko inova mem baithane ke layaka bhi nahim choड़a aura lao kamgreza se neta #delhidecides,"
Covertly Aggressive
",Political Aggression
1278696784,misbaha ne bhi apiyom ka dila toda | auta hokara paveliyana pahumce | #indvspak #jayahimda,"
Covertly Aggressive
",Political Aggression
1278696785,ye @narendramodi ke mantrimandala ki taraha hi unaki sm armi mem behada nakkara aura presara mem bavali ho jati hai | #delhidecides,"
Overtly Aggressive
",Political Aggression
1278696786,"#aapsweep #aapstorm kithne mla phaida kya. 3 maharaaj. meine kithne bolatha?. 4 maharaaj. dum dum dum,","
Non Aggressive
",-
1278696787,"chaar kadam video song pk movie ft. sushant singh rajput, anushka sharma http://t.co/mxmvhlhto7","
Non Aggressive
",-
1278696788,#indvspak rishte meine to hum tumhare baap lagte hai naam hai hindustan haaye haaye haan.........,"
Covertly Aggressive
",Political Aggression
1278696789,aravinda kejarivala sabase pahale anna ka lokapala pasa karemge aura pahali jamca inako mile 2 karoड़ camde ki karemge #cleansweep #aapsweep,"
Covertly Aggressive
",Political Aggression
1278696790,jisa taraha se loga kejarivala para caढ़ rahe agara itana modi ji para savala kiya hota to 15 lakha a cuke hote| #aapsweep #aapstorm,"
Covertly Aggressive
",Political Aggression
1278696791,"indian team: fielding ante maadhi. sa team: fielding ante meedhi kadhu, adhi vere untadhi. #indvssa","
Non Aggressive
",-
1278696792,rt e083bf8045d64a8: rt sarojranga: gurmeetramrahim #blockbustermsg msg bar bar dekhne ko man karta h. sachkhand ka nazara h bas. 🎷🎻🎹🎼🎶🎸🎺🎤🎵,"
Non Aggressive
",-
1278696793,school khulte hi chuti pe jana himmat ki baat hai #rahulonleave,"
Covertly Aggressive
",Political Aggression
1278696794,balle balleee ho gyi oyeeeee!! #msgincinemas #welovemsg,"
Non Aggressive
",-
1278696795,mita jayega gunahom ka bolabala isa jaham se agara yakina ho jaye ki khuda dekha raha hai...” #blockbustermsg #msgthefilm http://t.co/uz6gs9xw7d,"
Non Aggressive
",-
1278696796,@starsportsindia #indvspak inko sportmanship shikhayega koi..,"
Covertly Aggressive
",General Non-threatening Aggression
1278696797,forget to share.. #shamitabh masta phillama. jhakasa phillama. phulli phillama. mind blowing @srbachchan @dhanushkraja,"
Non Aggressive
",-
1278696798,"modi ki toh lehar thi, aap ki toh tsunami hai. #delhielections #mycmkejriwal #delhidecides #aapkijeet","
Covertly Aggressive
",Political Aggression
1278696799,"dhoni ka modi ka sabaka kaina hai, eka hajarom mem apana raina hai... #indvssa","
Non Aggressive
",-
1278696800,"tum log muje dhundh rahe ho, aur mai tumhara yaha intezaar kar raha hu #shamitabh #ishqefillum @shamitabhmovie dum hai boss 💪🆎rocks","
Non Aggressive
",-
1278696801,#railbudget2015 aja ke pramukha samacara: rela bajata mem ki gai kai lubhavani ghosanaem| dekhie vidiyo http://t.co/muvwkienij @jaideepkarnik @sandeep040,"
Non Aggressive
",-
1278696802,@gurmeetramrahim #msgincinemas happy valentine day hapoy valentine day maa,"
Non Aggressive
",-
1278696803,bhai ye comentry karane vale ki kali jubana hai| viketa ke lie bola viketa mila gayi| #indvspak,"
Covertly Aggressive
",General Non-threatening Aggression
1278696804,8 vi pasa va drayavhara manusa bhumiadhigrahana sarakha draphta kasa karu zakela?#landacquisitionbill,"
Non Aggressive
",-
1278696805,"to rela ki kaya palata dega prabhu ka bajata http://t.co/fbyjjgjdlm #railbudget2015""","
Non Aggressive
",-
1278696806,dosto kal subeh milte hain aap sabhi se...milke gaaliyan denge pakistani players ko :) #indvspak #jaihind india vs pakistan #offline #gn,"
Overtly Aggressive
",Geographical Aggression
1278696807,rahula isalie bhi nahim aye kyomki unhem laga rela bajata ke daurana koi unase pucha sakata hai trena mem kitane pahiye hote haim 😄😄😄 #rahulonleave,"
Covertly Aggressive
",Political Aggression
1278696808,pakistana ke chakake chuड़a dem hama imdiya vale| #indvspak #cwc15,"
Overtly Aggressive
",Geographical Aggression
1278696809,telarameda sicuazana phaॉra @msdhoni #indvspak #clingontothecup @saurabh_prayag @madversity @alllahdin @anandnama @abidzaidi1 @kuhu_bole,"
Non Aggressive
",-
1278696810,@tweetfromraghu chhota muffler man #aapsweep ✊✌️#5saalkejriwal aap aap aap 👏,"
Non Aggressive
",-
1278696811,rt @arvindkerjiwal: bajata mem chote adami ke lie kucha nahim hai ji #unionbudget2015,"
Covertly Aggressive
",Political Aggression
1278696812,"rt @pintuv489: eka savala sala bahuta parezana karata hai ki aphrika ke loga to ""kale"" hote haim... . . phira sautha aphrika ke loga ""gore"" kyom haim ? #ind…","
Covertly Aggressive
",Racial Aggression
1278696813,rt @raahul__: mere gabbara ne maidana para maujuda 87000 bharatiyo ko khuza kara diya aura praija lete samaya saporta hetu unaka zukriya bhi ada kiya| #indiawin…,"
Non Aggressive
",-
1278696814,haye haye bechare pakistanis ki umeedo pe paani phir gaya #indvssa,"
Covertly Aggressive
",Geographical Aggression
1278696815,adbhuta avizvasaniya atulaniya #aapsweep,"
Non Aggressive
",-
1278696816,"bharata ne hameza ki taraha taॉsa jita liya hai, pakistana ki kucha 'jita' pane ki ummida yahim samapta hoti hai, khilaड़i manasika rupa se vyathita| #indvspak","
Covertly Aggressive
",Political Aggression
1278696817,suna hai #indvspak maica jita para pathakhe jala rahe logom se pulisa ne sunasana jagaha para jakara phoड़ne ko kaha to loga kamgresa bijepi daphtara pahuca gae ;-),"
Covertly Aggressive
",Political Aggression
1278696818,"@gurmeetramrahim #msgincinemas vaja gaya duniya ca dhola rama nama da, aisa na koi hono jehada tainu~ nahi janada http://t.co/idbpdap3tp","
Non Aggressive
",-
1278696819,rt @ionly_rahul: aur yaha amla se aam catch nahi pakada gaya #indvssa #worldcup2015,"
Non Aggressive
",-
1278696821,finally achhe din aa gye👏👏👏✌ @sdhawan25 #indvssa #wontgiveitback #cwc15 http://t.co/voytpwlhcz,"
Non Aggressive
",-
1278696822,mujhe lagta hai aaj ka match #indiahijeetega ☺️ #indvsuae #vizvakapa,"
Non Aggressive
",-
1278696823,this is a storm of the aam aadmi yogendra yadav #aapkidilli #kiskidilli #delhidecides modi ke khilapha ‘janadeza’ http://t.co/wggv2dy2zu,"
Covertly Aggressive
",Political Aggression
1278696824,relave mem azlila harakata karane valo ke lie alaga kampartamemta | #railbudget2015,"
Non Aggressive
",-
1278696825,aaj talent ki jeet hui hai #indvsuae #cwc15,"
Non Aggressive
",-
1278696826,kutte ko khana mila jata hai para adami ko nahim #beefban,"
Covertly Aggressive
",General Non-threatening Aggression
1278696827,aura jita ka maja usa vakta dugana ho jata hai jaba kucha isa tarapha valo ke cehare bhi paka ki hara ke bada latake huye najara ate hai #indvspak #cwc15 #jayahinda,"
Overtly Aggressive
",Political Aggression
1278696828,varlda kapa- bharata ne uae ko haraya..- #indvsuae #namo 9 news,"
Non Aggressive
",-
1278696829,abey. bas karo lifebuoy ki promotion! #shamitabh,"
Covertly Aggressive
",General Non-threatening Aggression
1278696830,bullet ki prize thodi kam kardo baki dodana to hum bhi jante he #railbudget2015,"
Covertly Aggressive
",Political Aggression
1278696831,"agara ye sara kama ho gaya ,, to apa homge behatarina rela mamtri | #railbudget2015 #prabhukirail","
Non Aggressive
",-
1278696832,"rt @raahul__: bharata 130 rana se jita, mauka mauka mila gaya | hurrarrarra balle balle #indiawins #jayahinda #indvssa","
Non Aggressive
",-
1278696833,#indvspak : dhavana ne to kamala kara diya| newseum.in — watching pakistan vs india,"
Non Aggressive
",-
1278696834,"mauka mauka, mauka mauka... aaj patakha jaroor fodenge... #cwc15 #indvssa","
Non Aggressive
",-
1278696835,#msg100croreclub jine ki nai ada di hai @gurmeetramrahim apane khuza rahane ki dava #msg100croreclub di hai apane lov u papa ji #blockbustermsg,"
Non Aggressive
",-
1278696836,rt @im_sunnypanchal: “@viratkohli1410: iss baar pathake hum phodenge 😁😁😁#cwc2015 #cwc15 #indvssa”,"
Non Aggressive
",-
1278696837,@gurmeetramrahim #msgincinemas #welovemsg thnkuuuuuuuuuu papaji aj wo din aa hi gya jisda asi kinne dina tu w8 kr re si ♥♥♥♥♥♥♥♥♥♥♥♥♥u papa,"
Non Aggressive
",-
1278696838,jitate hi rastradhvaja ka apamana!!!! ye hai apa ki samskrti @nanditathhakur @kiranks @pathanasmakhan @swamy39 #aapsweep http://t.co/skfmmpkb9h,"
Covertly Aggressive
",Political Aggression
1278696839,vailamtaimsa de ke nama para apraila phula banaya raॉya ne http://t.co/7rqfvro3dm source: aajtak #msgincinemas bas msg msg n msg,"
Non Aggressive
",-
1278696840,cara mahine pahale relave ka tikata buka kiya ja sakega| #railbudget2015 by #sureshprabhu,"
Non Aggressive
",-
1278696841,aura ye testa maica zuru hote hue..!! xp #indvssa #cwc15,"
Non Aggressive
",-
1278696842,ballimaran : imran hussain aam aadmi party 12173 shayam lal morwal bharatiya janata party 7220 #delhidecides #aapkidilli,"
Non Aggressive
",-
1278696843,rt @ayushasquare90: @chutkla @digitalbabaji @fully_fundoo @varanasilive @fekuji aba yaha apha़va kauna uda़a raha hai hazima amala ke pitaji ka nama da…,"
Covertly Aggressive
",General Non-threatening Aggression
1278696844,india zimbabwe kita kooda thoakkalam aana pakistan kooda thoakka koodathu #indvspak #cwc15 #bleedblue,"
Non Aggressive
",-
1278696845,@gurmeetramrahim #msgincinemas aapji ke liye kuch bhi bura nahi sun skti ho pita ji #msgthefilm,"
Non Aggressive
",-
1278696846,har baar haar akhir kab phodenge yaar #indvspak #worldcupjinx,"
Covertly Aggressive
",Geographical Aggression
1278696847,@gurmeetramrahim @msgthefilm #msgthefilm #welovemsg #msgincinemas msg movie di sabnu vadhai..sabde vaste jo navi khushyan leke aayi :),"
Non Aggressive
",-
1278696848,jee haan dilli waalon ke pass dil hai. aur dimaag bhi. #delhidecides #aapsweep,"
Non Aggressive
",-
1278696849,"@dushyantnamo oops yaar....bhot bhot shukriya..jeet aapki hai hmari hai, delhi ki janta ki hai...jai hind #aapsweep","
Non Aggressive
",-
1278696850,rt @bholeshwar7799: hama to kisi ko galiya~ nahim dete basa sekulara kaha dete haim bamda tilamila uthata hai #beefban,"
Covertly Aggressive
",Political Aggression
1278696851,i'm damn sure kala maica ke daurana saड़ko~ para mahaula dhara 144 sa rahega #indvspak #indwins #cwc15,"
Non Aggressive
",-
1278696852,krpaya pk gaड़i na calaye lekina pk movie avazya dekhem,"
Non Aggressive
",-
1278696853,rt jsingh341: rt jasvirsjasvir: rt jsingh341: rt jsingh341: rt komal_thanai: rt chandnigodara: #blockbustermsg #msgincinemas dis revolution…,"
Non Aggressive
",-
1278696854,relave suraksa aura hadasom ki rokathama ke lie kai kadama rela bajata mem sarakara ki duradarzita dikhata hai| #railbudget2015 @railminindia @manojsinhabjp,"
Non Aggressive
",-
1278696855,facts: zaharukha-amitabha ke nama se milakara bana 'shamitabh' ka taitala (phaila photo : zaharukha khana-amitabha baccana) mumbai| biga... http://t.co/qnctazuc8q,"
Non Aggressive
",-
1278696856,@gurmeetramrahim #msgincinemas pitiii asi movie dekhn ja rahe ha!!!!,"
Non Aggressive
",-
1278696857,"rt @theidiotindian: agala maica uae se hai, unhem darana nahim cahie,jitani unaki janasamkhya hai usase jyada to hamare yaha~ engineering mem bacce fail…","
Covertly Aggressive
",Geographical Aggression
1278696858,"isa taraha saheba-gaimgastara maॉdala ka utha janaज़a, bhagavana ghara-vapasi aura lava jihada ki siyasata ki bhatakati atma ko zamti de. #delhidecides #aapsweep","
Covertly Aggressive
",Political Aggression
1278696859,rt @rajender_shimla: kya acche dina a gae ? #unionbudget2015 : midila klasa ko apana khayala khuda karana hoga- jetali ? #superbudget #ghamtabajata http://…,"
Covertly Aggressive
",Political Aggression
1278696860,shazia ilmi jahaan hoti wahaan grahan lag jata #kiskidilli #aapsweep #delhidecides,"
Overtly Aggressive
",Political Aggression
1278696861,pakistan 223/8 (45.0 ovr) misbah 67* - #target_301 - #indvspak shukrola langave mungchar 4:22 pm,"
Non Aggressive
",-
1278696862,#delhidecides breaking news: kamgresa ne kaha hai ki vo kisi ko samarthana nahi degi! 😜😜 @anantgoenka @aartic02 @joinaap http://t.co/ss31zojcxu,"
Covertly Aggressive
",Political Aggression
1278696863,#indvsuae kaash ki arab india ka match nai hota. itni buri pitaayi to nai hoti unki 😒 #bleedblue,"
Covertly Aggressive
",General Non-threatening Aggression
1278696864,@gurmeetramrahim #msgincinemas lanedar g apne charna vich laa ke rakhna sewa simran parmarth di budhi dena eda hi rehmat rakhna g 🙏🙏🙏🙏🙏,"
Non Aggressive
",-
1278696865,ek fulltoss aaj tak nahi bhooli aur aaij bowlers fulltoss fekejaa rahe hai &amp; kuch nahi ho raha. zamana badal gaya #indvspak #worldcup2015,"
Covertly Aggressive
",General Non-threatening Aggression
1278696866,mukhya saciva koi jinna haim kya jo asambhava ko sambhava kara demge ? @arvindkejriwal #aapsweep #aapkidilli,"
Covertly Aggressive
",Political Aggression
1278696867,chod diya uchaal uchaal ke....#indvspak #pakvsind,"
Non Aggressive
",-
1278696868,rt @hsvyas: #delhidecides ka artha sidhe #pakhamdi @arvindkejriwal ko una bhajapa karyakartaom-netaom ka vota mila haim jo kirana bedi ko lamca karane se…,"
Overtly Aggressive
",Political Aggression
1278696869,@gurmeetramrahim aapko bhi pita ji bahut bahut bdhayii ho #blockbustermsg,"
Non Aggressive
",-
1278696870,rt @gautamgulati987: #blockbustermsg #mustwatchmsg ..sab dekho baar baar hazaar baar,"
Non Aggressive
",-
